,bnf_code,name,vpid,form,form_indicator,form_size,form_units,unit_of_measure,numerator,numerator_unit_of_measure,denominator,denominator_unit_of_measure,ingredient_count,squ,bnf_name,adq_value,adq_denominator,dose_multiplier,quantity_denominator,adq_per_quantity
5256,0502050C0AAADAD,Terbinafine 62.5mg/5ml oral solution,15438911000001102,Oral solution,Continuous,,,,0.0125,g,1.0,ml,1.0,ml,Terbinafine HCl_Liq Spec 62.5mg/5ml,0.25,g,1.0,ml,0.05
5257,0502050C0AAADAD,Terbinafine 62.5mg/5ml oral suspension,15439011000001106,Oral suspension,Continuous,,,,0.0125,g,1.0,ml,1.0,ml,Terbinafine HCl_Liq Spec 62.5mg/5ml,0.25,g,1.0,ml,0.05
5258,0502050C0AAAEAE,Terbinafine 250mg/5ml oral solution,14017411000001101,Oral solution,Continuous,,,,0.05,g,1.0,ml,1.0,ml,Terbinafine HCl_Oral Soln 250mg/5ml,0.25,g,1.0,ml,0.2
5259,0502050C0AAAFAF,Terbinafine 250mg/5ml oral suspension,14017511000001102,Oral suspension,Continuous,,,,0.05,g,1.0,ml,1.0,ml,Terbinafine HCl_Oral Susp 250mg/5ml,0.25,g,1.0,ml,0.2
5260,0502050C0BBAAAA,Lamisil 250mg tablets,324718007,Tablet,Discrete,1.0,tablet,tablet,0.25,g,,nan,1.0,unit,Lamisil_Tab 250mg,0.25,g,1.0,unit,1.0
5261,0503010ACBBABAB,Prezista 400mg tablets,442242000,Tablet,Discrete,1.0,tablet,tablet,0.4,g,,nan,1.0,unit,Prezista_Tab 400mg,1.2,g,1.0,unit,0.33333333333333337
5262,0503010ACBBACAC,Prezista 600mg tablets,442384006,Tablet,Discrete,1.0,tablet,tablet,0.6,g,,nan,1.0,unit,Prezista_Tab 600mg,1.2,g,1.0,unit,0.5
5263,0503010ACBBADAD,Prezista 75mg tablets,16246211000001105,Tablet,Discrete,1.0,tablet,tablet,0.075,g,,nan,1.0,unit,Prezista_Tab 75mg,1.2,g,1.0,unit,0.0625
5264,0503010ACBBAEAE,Prezista 150mg tablets,16246111000001104,Tablet,Discrete,1.0,tablet,tablet,0.15,g,,nan,1.0,unit,Prezista_Tab 150mg,1.2,g,1.0,unit,0.125
5265,0503010ACBBAFAF,Prezista 100mg/ml oral suspension,21635611000001100,Oral suspension,Continuous,,,,0.1,g,1.0,ml,1.0,unit,Prezista_Oral Susp 100mg/ml,1.2,g,1.0,unit,0.08333333333333334
5266,0503010ACBBAGAG,Prezista 800mg tablets,21890111000001103,Tablet,Discrete,1.0,tablet,tablet,0.8,g,,nan,1.0,unit,Prezista_Tab 800mg,1.2,g,1.0,unit,0.6666666666666667
5267,0503010D0AAADAD,Efavirenz 600mg tablets,395518008,Tablet,Discrete,1.0,tablet,tablet,0.6,g,,nan,1.0,unit,Efavirenz_Tab 600mg,0.6,g,1.0,unit,1.0
5268,0503010D0BBAAAA,Sustiva 200mg capsules,324877002,Capsule,Discrete,1.0,capsule,capsule,0.2,g,,nan,1.0,unit,Sustiva_Cap 200mg,0.6,g,1.0,unit,0.33333333333333337
5269,0503010D0BBADAD,Sustiva 600mg tablets,395518008,Tablet,Discrete,1.0,tablet,tablet,0.6,g,,nan,1.0,unit,Sustiva 600_Tab 600mg,0.6,g,1.0,unit,1.0
5270,0503010E0BBAAAA,Ziagen 300mg tablets,324880001,Tablet,Discrete,1.0,tablet,tablet,0.3,g,,nan,1.0,unit,Ziagen_Tab 300mg,0.6,g,1.0,unit,0.5
5271,0503010H0AAAAAA,Tenofovir 245mg tablets,407808007,Tablet,Discrete,1.0,tablet,tablet,0.245,g,,nan,1.0,unit,Tenofovir Disoproxil_Tab 245mg,0.245,g,1.0,unit,1.0
5272,0503010H0BBAAAA,Viread 245mg tablets,407808007,Tablet,Discrete,1.0,tablet,tablet,0.245,g,,nan,1.0,unit,Viread_Tab 245mg,0.245,g,1.0,unit,1.0
5273,0503010H0BBABAB,Viread 33mg/g granules,22099411000001103,Granules,Not applicable,,,,0.033,g,1.0,g,1.0,unit,Viread_Gran 33mg/g,245.0,,1.0,unit,0.004081632653061225
5274,0503010Q0AAAAAA,Lamivudine 150mg tablets,324823001,Tablet,Discrete,1.0,tablet,tablet,0.15,g,,nan,1.0,unit,Lamivudine_Tab 150mg,0.3,g,1.0,unit,0.5
5275,0503010Q0AAADAD,Lamivudine 100mg tablets,324829002,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Lamivudine_Tab 100mg,0.3,g,1.0,unit,0.33333333333333337
5276,0503010Q0AAAEAE,Lamivudine 300mg tablets,407791001,Tablet,Discrete,1.0,tablet,tablet,0.3,g,,nan,1.0,unit,Lamivudine_Tab 300mg,0.3,g,1.0,unit,1.0
5277,0503010Q0BBAAAA,Epivir 150mg tablets,324823001,Tablet,Discrete,1.0,tablet,tablet,0.15,g,,nan,1.0,unit,Epivir_Tab 150mg,0.3,g,1.0,unit,0.5
5278,0503010Q0BBABAB,Epivir 50mg/5ml oral solution,324825008,Oral solution,Discrete,5.0,ml,spoonful,0.01,g,1.0,ml,1.0,ml,Epivir_Oral Soln 10mg/ml,0.3,g,1.0,ml,0.03333333333333333
5279,0503010Q0BBACAE,Epivir 300mg tablets,407791001,Tablet,Discrete,1.0,tablet,tablet,0.3,g,,nan,1.0,unit,Epivir_Tab 300mg,0.3,g,1.0,unit,1.0
5280,0503010Q0BCABAD,Zeffix 100mg tablets,324829002,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Zeffix_Tab 100mg,0.3,g,1.0,unit,0.33333333333333337
5281,0503010U0BBADAC,Norvir 100mg tablets,17175011000001109,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Norvir_Tab 100mg,1.2,g,1.0,unit,0.08333333333333334
5282,0503021A0AAAAAA,Valaciclovir 500mg tablets,324821004,Tablet,Discrete,1.0,tablet,tablet,0.5,g,,nan,1.0,unit,Valaciclovir_Tab 500mg,3.0,g,1.0,unit,0.16666666666666666
5283,0503021A0AAAEAE,Valaciclovir 100mg/5ml oral suspension,20456211000001104,Oral suspension,Continuous,,,,0.02,g,1.0,ml,1.0,ml,Valaciclovir_Liq Spec 100mg/5ml,3.0,g,1.0,ml,0.006666666666666667
5284,0503021A0AAAFAF,Valaciclovir 250mg/5ml oral suspension,22042311000001106,Oral suspension,Continuous,,,,0.05,g,1.0,ml,1.0,ml,Valaciclovir_Liq Spec 250mg/5ml,3.0,g,1.0,ml,0.016666666666666666
5285,0503021A0BBAAAA,Valtrex 500mg tablets,324821004,Tablet,Discrete,1.0,tablet,tablet,0.5,g,,nan,1.0,unit,Valtrex_Tab 500mg (Shingle Tt/P),3.0,g,1.0,unit,0.16666666666666666
5286,0503021A0BBABAC,Valtrex 250mg tablets,10688211000001106,Tablet,Discrete,1.0,tablet,tablet,0.25,g,,nan,1.0,unit,Valtrex_Tab 250mg,3.0,g,1.0,unit,0.08333333333333333
5287,0503021C0AAAAAA,Aciclovir 200mg/5ml oral suspension sugar free,324727008,Oral suspension,Discrete,5.0,ml,spoonful,0.04,g,1.0,ml,1.0,ml,Aciclovir_Oral Susp 200mg/5ml S/F,3.0,g,1.0,ml,0.013333333333333334
5288,0503021C0AAABAB,Aciclovir 200mg tablets,324726004,Tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Aciclovir_Tab 200mg,3.0,g,1.0,unit,0.06666666666666667
5289,0503021C0AAACAC,Aciclovir 400mg tablets,324729006,Tablet,Discrete,1.0,tablet,tablet,0.4,g,,nan,1.0,unit,Aciclovir_Tab 400mg,3.0,g,1.0,unit,0.13333333333333333
5290,0503021C0AAADAD,Aciclovir 800mg tablets,324744007,Tablet,Discrete,1.0,tablet,tablet,0.8,g,,nan,1.0,unit,Aciclovir_Tab 800mg,3.0,g,1.0,unit,0.26666666666666666
5291,0503021C0AAAEAE,Aciclovir 800mg dispersible tablets,324734005,Dispersible tablet,Discrete,1.0,tablet,tablet,0.8,g,,nan,1.0,unit,Aciclovir_Tab Disper 800mg,3.0,g,1.0,unit,0.26666666666666666
5292,0503021C0AAAFAF,Aciclovir 400mg/5ml oral suspension sugar free,3627511000001103,Oral suspension,Discrete,5.0,ml,spoonful,0.08,g,1.0,ml,1.0,ml,Aciclovir_Oral Susp 400mg/5ml S/F,3.0,g,1.0,ml,0.02666666666666667
5293,0503021C0AAAGAG,Aciclovir 200mg dispersible tablets,324738008,Dispersible tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Aciclovir_Tab Disper 200mg,3.0,g,1.0,unit,0.06666666666666667
5294,0503021C0AAAHAH,Aciclovir 400mg dispersible tablets,324740003,Dispersible tablet,Discrete,1.0,tablet,tablet,0.4,g,,nan,1.0,unit,Aciclovir_Tab Disper 400mg,3.0,g,1.0,unit,0.13333333333333333
5295,0503021C0BBABAA,Zovirax 200mg/5ml oral suspension,324727008,Oral suspension,Discrete,5.0,ml,spoonful,0.04,g,1.0,ml,1.0,ml,Zovirax_Susp 200mg/5ml S/F,3.0,g,1.0,ml,0.013333333333333334
5296,0503021C0BBAEAE,Zovirax 800mg dispersible tablets,324734005,Dispersible tablet,Discrete,1.0,tablet,tablet,0.8,g,,nan,1.0,unit,Zovirax_Tab Disper 800mg,3.0,g,1.0,unit,0.26666666666666666
5297,0503021C0BBAFAF,Zovirax Double Strength 400mg/5ml oral suspension,3627511000001103,Oral suspension,Discrete,5.0,ml,spoonful,0.08,g,1.0,ml,1.0,ml,Zovirax_Chickenpox Tt/Susp 400mg/5ml S/F,3.0,g,1.0,ml,0.02666666666666667
5298,0503021C0BBAGAG,Zovirax 200mg dispersible tablets,324738008,Dispersible tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Zovirax_Tab Disper 200mg,3.0,g,1.0,unit,0.06666666666666667
5299,0503021C0BBAHAH,Zovirax 400mg dispersible tablets,324740003,Dispersible tablet,Discrete,1.0,tablet,tablet,0.4,g,,nan,1.0,unit,Zovirax_Tab Disper 400mg,3.0,g,1.0,unit,0.13333333333333333
5300,0503021C0BDAAAE,Duvimex 800mg dispersible tablets,324734005,Dispersible tablet,Discrete,1.0,tablet,tablet,0.8,g,,nan,1.0,unit,Duvimex_Tab Disper 800mg,3.0,g,1.0,unit,0.26666666666666666
5301,0503021E0AAAAAA,Famciclovir 250mg tablets,324792007,Tablet,Discrete,1.0,tablet,tablet,0.25,g,,nan,1.0,unit,Famciclovir_Tab 250mg,0.75,g,1.0,unit,0.3333333333333333
5302,0503021E0AAABAB,Famciclovir 125mg tablets,324793002,Tablet,Discrete,1.0,tablet,tablet,0.125,g,,nan,1.0,unit,Famciclovir_Tab 125mg,0.75,g,1.0,unit,0.16666666666666666
5303,0503021E0AAACAC,Famciclovir 750mg tablets,324795009,Tablet,Discrete,1.0,tablet,tablet,0.75,g,,nan,1.0,unit,Famciclovir_Tab 750mg,0.75,g,1.0,unit,1.0
5304,0503021E0AAADAD,Famciclovir 500mg tablets,324797001,Tablet,Discrete,1.0,tablet,tablet,0.5,g,,nan,1.0,unit,Famciclovir_Tab 500mg,0.75,g,1.0,unit,0.6666666666666666
5305,0503021E0BBAAAA,Famvir 250mg tablets,324792007,Tablet,Discrete,1.0,tablet,tablet,0.25,g,,nan,1.0,unit,Famvir_Tab 250mg,0.75,g,1.0,unit,0.3333333333333333
5306,0503021E0BBABAB,Famvir 125mg tablets,324793002,Tablet,Discrete,1.0,tablet,tablet,0.125,g,,nan,1.0,unit,Famvir_Tab 125mg,0.75,g,1.0,unit,0.16666666666666666
5307,0503021E0BBACAC,Famvir 750mg tablets,324795009,Tablet,Discrete,1.0,tablet,tablet,0.75,g,,nan,1.0,unit,Famvir_Tab 750mg,0.75,g,1.0,unit,1.0
5308,0503021E0BBADAD,Famvir 500mg tablets,324797001,Tablet,Discrete,1.0,tablet,tablet,0.5,g,,nan,1.0,unit,Famvir_Tab 500mg,0.75,g,1.0,unit,0.6666666666666666
5309,0503022B0AAAAAA,Valganciclovir 450mg tablets,407917008,Tablet,Discrete,1.0,tablet,tablet,0.45,g,,nan,1.0,unit,Valganciclovir HCl_Tab 450mg,0.9,g,1.0,unit,0.5
5310,0503022B0BBAAAA,Valcyte 450mg tablets,407917008,Tablet,Discrete,1.0,tablet,tablet,0.45,g,,nan,1.0,unit,Valcyte_Tab 450mg,0.9,g,1.0,unit,0.5
5311,0503022B0BBABAD,Valcyte 50mg/ml oral solution,15362311000001103,Oral solution,Continuous,,,,0.05,g,1.0,ml,1.0,ml,Valcyte_Oral Soln 50mg/ml,0.9,g,1.0,ml,0.05555555555555556
5312,0503031A0BBAAAA,Hepsera 10mg tablets,408085008,Tablet,Discrete,1.0,tablet,tablet,0.01,g,,nan,1.0,unit,Hepsera_Tab 10mg,0.01,g,1.0,unit,1.0
5313,0503031B0AAAAAA,Entecavir 500microgram tablets,417515001,Tablet,Discrete,1.0,tablet,tablet,0.0005,g,,nan,1.0,unit,Entecavir_Tab 500mcg,0.0005,g,1.0,unit,1.0
5314,0503031B0AAABAB,Entecavir 1mg tablets,417232003,Tablet,Discrete,1.0,tablet,tablet,0.001,g,,nan,1.0,unit,Entecavir_Tab 1mg,0.0005,g,1.0,unit,2.0
5315,0503031B0BBAAAA,Baraclude 0.5mg tablets,417515001,Tablet,Discrete,1.0,tablet,tablet,0.0005,g,,nan,1.0,unit,Baraclude_Tab 500mcg,0.0005,g,1.0,unit,1.0
5316,0503031B0BBABAB,Baraclude 1mg tablets,417232003,Tablet,Discrete,1.0,tablet,tablet,0.001,g,,nan,1.0,unit,Baraclude_Tab 1mg,0.0005,g,1.0,unit,2.0
5317,0503031B0BBACAC,Baraclude 0.05mg/ml oral solution,14605911000001106,Oral solution,Continuous,,,,5e-05,g,1.0,ml,1.0,ml,Baraclude_Oral Soln 0.05mg/ml,0.0005,g,1.0,ml,0.1
5318,0503040A0BBAAAA,Relenza 5mg inhalation powder blisters with Diskhaler,324882009,Inhalation powder,Discrete,1.0,actuation,actuation,0.005,g,,nan,1.0,unit,Relenza_Disk 5mg & Diskhaler,0.02,g,1.0,unit,0.25
5319,0503040B0AAAEAE,Oseltamivir 15mg/ml oral solution,15647611000001108,Oral solution,Continuous,,,,0.015,g,1.0,ml,1.0,ml,Oseltamivir Phos_Liq Spec 15mg/1ml,0.15,g,1.0,ml,0.1
5320,0503040B0AAAEAE,Oseltamivir 15mg/ml oral suspension,15647711000001104,Oral suspension,Continuous,,,,0.015,g,1.0,ml,1.0,ml,Oseltamivir Phos_Liq Spec 15mg/1ml,0.15,g,1.0,ml,0.1
5321,0503040B0AAAFAF,Oseltamivir 15mg/ml oral solution sugar free,18378811000001105,Oral solution,Continuous,,,,0.015,g,1.0,ml,1.0,ml,Oseltamivir Phos_Oral Soln 15mg/1ml S/F,0.15,g,1.0,ml,0.1
5322,0503040B0BBAAAA,Tamiflu 75mg capsules,407824008,Capsule,Discrete,1.0,capsule,capsule,0.075,g,,nan,1.0,unit,Tamiflu_Cap 75mg,0.15,g,1.0,unit,0.5
5323,0503040B0BBABAB,Tamiflu 12mg/ml oral suspension,4253111000001103,Oral suspension,Continuous,,,,0.012,g,1.0,ml,1.0,ml,Tamiflu_Pdr For Susp 12mg/1ml,0.15,g,1.0,ml,0.08
5324,0503040B0BBACAC,Tamiflu 30mg capsules,13113211000001104,Capsule,Discrete,1.0,capsule,capsule,0.03,g,,nan,1.0,unit,Tamiflu_Cap 30mg,0.15,g,1.0,unit,0.2
5325,0503040B0BBADAD,Tamiflu 45mg capsules,13113111000001105,Capsule,Discrete,1.0,capsule,capsule,0.045,g,,nan,1.0,unit,Tamiflu_Cap 45mg,0.15,g,1.0,unit,0.3
5326,0503040B0BBAEAG,Tamiflu 6mg/ml oral suspension,21525811000001108,Oral suspension,Continuous,,,,0.006,g,1.0,ml,1.0,ml,Tamiflu_Pdr For Susp 6mg/1ml,0.15,g,1.0,ml,0.04
5327,0503040C0BBAAAA,Lysovir 100mg capsules,323133000,Capsule,Discrete,1.0,capsule,capsule,0.1,g,,nan,1.0,unit,Lysovir_Cap 100mg,0.1,g,1.0,unit,1.0
5328,0601021A0AAAAAA,Glimepiride 2mg tablets,325259007,Tablet,Discrete,1.0,tablet,tablet,0.002,g,,nan,1.0,unit,Glimepiride_Tab 2mg,0.002,g,1.0,unit,1.0
5329,0601021A0AAABAB,Glimepiride 1mg tablets,325261003,Tablet,Discrete,1.0,tablet,tablet,0.001,g,,nan,1.0,unit,Glimepiride_Tab 1mg,0.002,g,1.0,unit,0.5
5330,0601021A0AAACAC,Glimepiride 3mg tablets,325262005,Tablet,Discrete,1.0,tablet,tablet,0.003,g,,nan,1.0,unit,Glimepiride_Tab 3mg,0.002,g,1.0,unit,1.5
5331,0601021A0AAADAD,Glimepiride 4mg tablets,325263000,Tablet,Discrete,1.0,tablet,tablet,0.004,g,,nan,1.0,unit,Glimepiride_Tab 4mg,0.002,g,1.0,unit,2.0
5332,0601021A0AAAHAH,Glimepiride 6mg/5ml oral suspension,21366911000001103,Oral suspension,Continuous,,,,0.0012,g,1.0,ml,1.0,ml,Glimepiride_Liq Spec 6mg/5ml,0.002,g,1.0,ml,0.6
5333,0601021A0BBAAAA,Amaryl 2mg tablets,325259007,Tablet,Discrete,1.0,tablet,tablet,0.002,g,,nan,1.0,unit,Amaryl_Tab 2mg,0.002,g,1.0,unit,1.0
5334,0601021A0BBABAB,Amaryl 1mg tablets,325261003,Tablet,Discrete,1.0,tablet,tablet,0.001,g,,nan,1.0,unit,Amaryl_Tab 1mg,0.002,g,1.0,unit,0.5
5335,0601021A0BBACAC,Amaryl 3mg tablets,325262005,Tablet,Discrete,1.0,tablet,tablet,0.003,g,,nan,1.0,unit,Amaryl_Tab 3mg,0.002,g,1.0,unit,1.5
5336,0601021A0BBADAD,Amaryl 4mg tablets,325263000,Tablet,Discrete,1.0,tablet,tablet,0.004,g,,nan,1.0,unit,Amaryl_Tab 4mg,0.002,g,1.0,unit,2.0
5337,0601021E0AAAAAA,Chlorpropamide 100mg tablets,325213005,Tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Chlorpropamide_Tab 100mg,0.25,g,1.0,unit,0.4
5338,0601021E0AAADAD,Chlorpropamide 250mg/5ml oral suspension,12019111000001108,Oral suspension,Continuous,,,,0.05,g,1.0,ml,1.0,ml,Chlorpropamide_Liq Spec 250mg/5ml,0.25,g,1.0,ml,0.2
5339,0601021H0AAAAAA,Glibenclamide 2.5mg tablets,325218001,Tablet,Discrete,1.0,tablet,tablet,0.0025,g,,nan,1.0,unit,Glibenclamide_Tab 2.5mg,0.01,g,1.0,unit,0.25
5340,0601021H0AAABAB,Glibenclamide 5mg tablets,325219009,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Glibenclamide_Tab 5mg,0.01,g,1.0,unit,0.5
5341,0601021H0AAAJAJ,Glibenclamide 5mg/5ml oral solution,8523711000001107,Oral solution,Continuous,,,,0.001,g,1.0,ml,1.0,ml,Glibenclamide_Liq Spec 5mg/5ml,0.01,g,1.0,ml,0.1
5342,0601021H0AAAJAJ,Glibenclamide 5mg/5ml oral suspension,8523811000001104,Oral suspension,Continuous,,,,0.001,g,1.0,ml,1.0,ml,Glibenclamide_Liq Spec 5mg/5ml,0.01,g,1.0,ml,0.1
5343,0601021H0AAAKAK,Glibenclamide 2.5mg/5ml oral solution,12135511000001102,Oral solution,Continuous,,,,0.0005,g,1.0,ml,1.0,ml,Glibenclamide_Liq Spec 2.5mg/5ml,0.01,g,1.0,ml,0.05
5344,0601021H0AAAKAK,Glibenclamide 2.5mg/5ml oral suspension,12135611000001103,Oral suspension,Continuous,,,,0.0005,g,1.0,ml,1.0,ml,Glibenclamide_Liq Spec 2.5mg/5ml,0.01,g,1.0,ml,0.05
5345,0601021H0BBAAAB,Daonil 5mg tablets,325219009,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Daonil_Tab 5mg,0.01,g,1.0,unit,0.5
5346,0601021H0BBACAA,Semi-Daonil 2.5mg tablets,325218001,Tablet,Discrete,1.0,tablet,tablet,0.0025,g,,nan,1.0,unit,Semi-Daonil_Tab 2.5mg,0.01,g,1.0,unit,0.25
5347,0601021M0AAAAAA,Gliclazide 80mg tablets,325242002,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Gliclazide_Tab 80mg,0.16,g,1.0,unit,0.5
5348,0601021M0AAAIAI,Gliclazide 120mg/5ml oral suspension,12136011000001101,Oral suspension,Continuous,,,,0.024,g,1.0,ml,1.0,ml,Gliclazide_Liq Spec 120mg/5ml,0.16,g,1.0,ml,0.15
5349,0601021M0AAAMAM,Gliclazide 30mg modified-release tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Gliclazide_Tab 30mg M/R,0.16,g,1.0,unit,0.1875
5350,0601021M0AAAPAP,Gliclazide 30mg/5ml oral suspension,13466811000001105,Oral suspension,Continuous,,,,0.006,g,1.0,ml,1.0,ml,Gliclazide_Liq Spec 30mg/5ml,0.16,g,1.0,ml,0.0375
5351,0601021M0AAARAR,Gliclazide 40mg tablets,16702011000001102,Tablet,Discrete,1.0,tablet,tablet,0.04,g,,nan,1.0,unit,Gliclazide_Tab 40mg,0.16,g,1.0,unit,0.25
5352,0601021M0AAASAS,Gliclazide 80mg/5ml oral suspension,8524311000001105,Oral suspension,Continuous,,,,0.016,g,1.0,ml,1.0,ml,Gliclazide_Oral Susp 80mg/5ml,0.16,g,1.0,ml,0.1
5353,0601021M0AAATAT,Gliclazide 60mg modified-release tablets,22226111000001104,Modified-release tablet,Discrete,1.0,tablet,tablet,0.06,g,,nan,1.0,unit,Gliclazide_Tab 60mg M/R,0.16,g,1.0,unit,0.375
5354,0601021M0AAAUAU,Gliclazide 40mg/5ml oral suspension,8524211000001102,Oral suspension,Continuous,,,,0.008,g,1.0,ml,1.0,ml,Gliclazide_Oral Susp 40mg/5ml,0.16,g,1.0,ml,0.05
5355,0601021M0BBAAAA,Diamicron 80mg tablets,325242002,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Diamicron_Tab 80mg,0.16,g,1.0,unit,0.5
5356,0601021M0BBABAM,Diamicron 30mg MR tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Diamicron MR_Tab 30mg,0.16,g,1.0,unit,0.1875
5357,0601021M0BDAAAA,Vivazide 80mg tablets,325242002,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Vivazide_Tab 80mg,0.16,g,1.0,unit,0.5
5358,0601021M0BEAAAA,Glimil 80mg tablets,325242002,Tablet,Discrete,1.0,tablet,tablet,0.08,g,,nan,1.0,unit,Glimil_Tab 80mg,0.16,g,1.0,unit,0.5
5359,0601021M0BFAAAM,Nazdol MR 30mg tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Nazdol MR_Tab 30mg,0.16,g,1.0,unit,0.1875
5360,0601021M0BFABAM,Nazdol MR 30mg tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Nazdol MR_Tab 30mg (Generics (UK)),0.16,g,1.0,unit,0.1875
5361,0601021M0BFACAM,Nazdol MR 30mg tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Nazdol MR_Tab 30mg (Teva),0.16,g,1.0,unit,0.1875
5362,0601021M0BGAAAM,Edicil MR 30mg tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Edicil_Tab 30mg M/R,0.16,g,1.0,unit,0.1875
5363,0601021M0BHAAAM,Dacadis MR 30mg tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Dacadis MR_Tab 30mg,0.16,g,1.0,unit,0.1875
5364,0601021M0BIAAAR,Zicron 40mg tablets,16702011000001102,Tablet,Discrete,1.0,tablet,tablet,0.04,g,,nan,1.0,unit,Zicron_Tab 40mg,0.16,g,1.0,unit,0.25
5365,0601021M0BIABAM,Zicron PR 30mg tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Zicron PR_Tab 30mg,0.16,g,1.0,unit,0.1875
5366,0601021M0BJAAAM,Vitile XL 30mg tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Vitile XL_Tab 30mg M/R,0.16,g,1.0,unit,0.1875
5367,0601021M0BKAAAT,Laaglyda MR 60mg tablets,22226111000001104,Modified-release tablet,Discrete,1.0,tablet,tablet,0.06,g,,nan,1.0,unit,Laaglyda M/R_Tab 60mg,0.16,g,1.0,unit,0.375
5368,0601021M0BLAAAM,Ziclaseg 30mg modified-release tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Ziclaseg_Tab 30mg M/R,0.16,g,1.0,unit,0.1875
5369,0601021M0BMAAAM,Vamju 30mg modified-release tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Vamju_Tab 30mg M/R,0.16,g,1.0,unit,0.1875
5370,0601021M0BMABAT,Vamju 60mg modified-release tablets,22226111000001104,Modified-release tablet,Discrete,1.0,tablet,tablet,0.06,g,,nan,1.0,unit,Vamju_Tab 60mg M/R,0.16,g,1.0,unit,0.375
5371,0601021M0BNAAAM,Bilxona 30mg modified-release tablets,134587001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Bilxona_Tab 30mg M/R,0.16,g,1.0,unit,0.1875
5372,0601021M0BNABAT,Bilxona 60mg modified-release tablets,22226111000001104,Modified-release tablet,Discrete,1.0,tablet,tablet,0.06,g,,nan,1.0,unit,Bilxona_Tab 60mg M/R,0.16,g,1.0,unit,0.375
5373,0601021P0AAABAB,Glipizide 5mg tablets,325243007,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Glipizide_Tab 5mg,0.01,g,1.0,unit,0.5
5374,0601021P0BBAAAB,Glibenese 5mg tablets,325243007,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Glibenese_Tab 5mg,0.01,g,1.0,unit,0.5
5375,0601021P0BCADAB,Minodiab 5mg tablets,325243007,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Minodiab 5_Tab 5mg,0.01,g,1.0,unit,0.5
5376,0601021X0AAADAD,Tolbutamide 500mg tablets,325267004,Tablet,Discrete,1.0,tablet,tablet,0.5,g,,nan,1.0,unit,Tolbutamide_Tab 500mg,1.5,g,1.0,unit,0.3333333333333333
5377,0601021X0AAAJAJ,Tolbutamide 500mg/5ml oral suspension,8724011000001106,Oral suspension,Continuous,,,,0.1,g,1.0,ml,1.0,ml,Tolbutamide_Liq Spec 500mg/5ml,1.5,g,1.0,ml,0.06666666666666667
5378,0601021X0AAAKAK,Tolbutamide 250mg/5ml oral suspension,13324411000001101,Oral suspension,Continuous,,,,0.05,g,1.0,ml,1.0,ml,Tolbutamide_Liq Spec 250mg/5ml,1.5,g,1.0,ml,0.03333333333333333
5379,0601022B0AAABAB,Metformin 500mg tablets,325278007,Tablet,Discrete,1.0,tablet,tablet,0.5,g,,nan,1.0,unit,Metformin HCl_Tab 500mg,1.5,g,1.0,unit,0.3333333333333333
5380,0601022B0AAADAD,Metformin 850mg tablets,325279004,Tablet,Discrete,1.0,tablet,tablet,0.85,g,,nan,1.0,unit,Metformin HCl_Tab 850mg,1.5,g,1.0,unit,0.5666666666666667
